Date,Open,High,Low,Close,Adj Close,Volume,Daily Return %,Daily Return
2019-10-29,0.212996,0.222448,0.207978,0.211133,0.211133,2116415.0,-0.8746643129448457,-0.0087466431294484
2019-10-30,0.210828,0.213052,0.194018,0.197358,0.197358,1567386.0,-6.389094427685119,-0.0638909442768511
2019-10-31,0.197481,0.207801,0.182728,0.193353,0.193353,3206783.0,-2.0903276770929824,-0.0209032767709298
2019-11-01,0.193264,0.197577,0.188973,0.191437,0.191437,1741866.0,-0.9453390181306376,-0.0094533901813063
2019-11-02,0.190819,0.200686,0.189141,0.193705,0.193705,1829200.0,1.5124280076931542,0.0151242800769315
2019-11-03,0.193908,0.255296,0.193583,0.231971,0.231971,9023397.0,,0.1962941188604906
2019-11-04,0.23281,0.244873,0.219043,0.222142,0.222142,7628779.0,-4.582277393582743,-0.0458227739358274
2019-11-05,0.222142,0.22887,0.211291,0.221324,0.221324,4120734.0,-0.3682329320884899,-0.0036823293208848
2019-11-06,0.221362,0.22856,0.203317,0.203317,0.203317,2597519.0,-8.151805639631014,-0.0815180563963101
2019-11-07,0.203319,0.223873,0.201857,0.221382,0.221382,3685561.0,8.88406887698641,0.088840688769864
2019-11-08,0.221258,0.221417,0.200442,0.214028,0.214028,3640655.0,-3.267678456824166,-0.0326767845682416
2019-11-09,0.21385,0.221852,0.202562,0.204854,0.204854,3014418.0,-4.206686930091188,-0.0420668693009118
2019-11-10,0.204827,0.208144,0.199743,0.200043,0.200043,1727744.0,-2.3356295800846616,-0.0233562958008466
2019-11-11,0.200043,0.203172,0.192841,0.195796,0.195796,1219680.0,-2.1230435456376884,-0.0212304354563768
2019-11-12,0.195835,0.196719,0.189538,0.191893,0.191893,826851.0,-2.0129190389869027,-0.020129190389869
2019-11-13,0.192257,0.196549,0.191107,0.194185,0.194185,560315.0,1.0028243444972016,0.010028243444972
2019-11-14,0.194162,0.195582,0.183266,0.183531,0.183531,680955.0,-5.475324728834686,-0.0547532472883468
2019-11-15,0.183531,0.186092,0.17605,0.184548,0.184548,1770720.0,0.5541298200303981,0.0055412982003039
2019-11-16,0.184588,0.190195,0.182865,0.183814,0.183814,1091794.0,-0.4193121979760315,-0.0041931219797603
2019-11-17,0.183814,0.185188,0.179628,0.179663,0.179663,665963.0,-2.258261068253787,-0.0225826106825378
2019-11-18,0.179633,0.181126,0.167201,0.169498,0.169498,883453.0,-5.642059087138765,-0.0564205908713876
2019-11-19,0.169854,0.172657,0.155055,0.158752,0.158752,1386325.0,-6.5362016790891,-0.065362016790891
2019-11-20,0.158752,0.160553,0.146692,0.147809,0.147809,835824.0,-6.893141503729091,-0.0689314150372909
2019-11-21,0.147796,0.148937,0.127641,0.129917,0.129917,1133809.0,-12.097079758586164,-0.1209707975858616
2019-11-22,0.129906,0.132188,0.10559,0.113821,0.113821,1764727.0,-12.382030083290989,-0.1238203008329098
2019-11-23,0.113847,0.129455,0.109006,0.124215,0.124215,1988656.0,9.106959340167068,0.0910695934016706
2019-11-24,0.124407,0.141859,0.120621,0.127605,0.127605,3687976.0,2.570594902216107,0.025705949022161
2019-11-25,0.127696,0.127973,0.105265,0.116048,0.116048,2438377.0,-9.121663951885733,-0.0912166395188573
2019-11-26,0.116022,0.11757,0.111411,0.11564,0.11564,932388.0,-0.3292479012601002,-0.003292479012601
2019-11-27,0.114298,0.117221,0.108311,0.113616,0.113616,932780.0,-0.5966858562704527,-0.0059668585627045
2019-11-28,0.113644,0.123884,0.112701,0.115736,0.115736,1041995.0,1.840836295800932,0.0184083629580093
2019-11-29,0.115743,0.121223,0.114192,0.116502,0.116502,591948.0,0.6557631995023421,0.0065576319950234
2019-11-30,0.116502,0.118268,0.109254,0.110245,0.110245,402436.0,-5.370723249386276,-0.0537072324938627
2019-12-01,0.11028,0.11028,0.105606,0.107034,0.107034,286943.0,-2.943416757344939,-0.0294341675734493
2019-12-02,0.107034,0.109261,0.104166,0.10511,0.10511,356267.0,-1.7975596539417469,-0.0179755965394174
2019-12-03,0.104998,0.105764,0.101054,0.101633,0.101633,634898.0,-3.2048229490085465,-0.0320482294900854
2019-12-04,0.101627,0.101735,0.095949,0.097505,0.097505,551078.0,-4.056008737835418,-0.0405600873783541
2019-12-05,0.097505,0.097767,0.091789,0.094348,0.094348,373260.0,-3.237782677811388,-0.0323778267781138
2019-12-06,0.094332,0.099598,0.093664,0.098847,0.098847,540343.0,4.786286731967949,0.0478628673196794
2019-12-07,0.098855,0.098855,0.094968,0.094968,0.094968,290738.0,-3.9320216478680914,-0.0393202164786809
2019-12-08,0.094968,0.103458,0.093999,0.100894,0.100894,659044.0,6.23999663044394,0.0623999663044394
2019-12-09,0.100894,0.106735,0.098786,0.099007,0.099007,665041.0,-1.8702796994865896,-0.0187027969948659
2019-12-10,0.09901,0.099097,0.089024,0.091173,0.091173,442703.0,-7.915362084637911,-0.0791536208463791
2019-12-11,0.091181,0.093388,0.088781,0.088781,0.088781,174924.0,-2.632127307224092,-0.0263212730722409
2019-12-12,0.088911,0.08979,0.084499,0.085061,0.085061,330362.0,-4.330172869498719,-0.0433017286949871
2019-12-13,0.085403,0.090802,0.084958,0.085603,0.085603,306008.0,0.2341838108731447,0.0023418381087314
2019-12-14,0.085603,0.086889,0.082494,0.082908,0.082908,153581.0,-3.148254149971383,-0.0314825414997138
2019-12-15,0.082908,0.098998,0.082358,0.092089,0.092089,1222617.0,11.073720268249154,0.1107372026824915
2019-12-16,0.092089,0.096309,0.084886,0.085881,0.085881,487260.0,-6.741304607499273,-0.0674130460749927
2019-12-17,0.085881,0.086035,0.080164,0.080717,0.080717,183246.0,-6.012971437221274,-0.0601297143722127
2019-12-18,0.080717,0.099655,0.080537,0.096455,0.096455,1239167.0,,0.1949775140305016
2019-12-19,0.096455,0.12547,0.096427,0.119451,0.119451,4560022.0,,0.2384116945725986
2019-12-20,0.119451,0.125029,0.111378,0.112793,0.112793,2107528.0,-5.573833622154688,-0.0557383362215468
2019-12-21,0.112793,0.113142,0.10493,0.10664,0.10664,1382556.0,-5.455125761350443,-0.0545512576135044
2019-12-22,0.106633,0.132772,0.106337,0.12277,0.12277,3562824.0,,0.151332139206437
2019-12-23,0.122903,0.134203,0.119961,0.123149,0.123149,2274415.0,0.2001578480590353,0.0020015784805903
2019-12-24,0.123463,0.141444,0.122654,0.128109,0.128109,1968252.0,3.7630707175429055,0.037630707175429
2019-12-25,0.128109,0.128205,0.113183,0.116408,0.116408,1347675.0,-9.13362839457025,-0.0913362839457025
2019-12-26,0.116434,0.12506,0.114235,0.114242,0.114242,913762.0,-1.88261160829311,-0.0188261160829311
2019-12-27,0.113996,0.116361,0.109822,0.1106,0.1106,505406.0,-2.979051896557771,-0.0297905189655777
2019-12-28,0.1106,0.114504,0.108225,0.10988,0.10988,444646.0,-0.6509945750452064,-0.006509945750452
2019-12-29,0.109896,0.120263,0.100947,0.1015,0.1015,694280.0,-7.639950498653262,-0.0763995049865326
2019-12-30,0.101551,0.105558,0.098929,0.101985,0.101985,415522.0,0.4273714685232088,0.004273714685232
2019-12-31,0.101958,0.103599,0.094753,0.095111,0.095111,287740.0,-6.715510308166101,-0.067155103081661
2020-01-01,0.095088,0.099929,0.093809,0.098774,0.098774,301282.0,3.876409220932184,0.0387640922093218
2020-01-02,0.098891,0.102995,0.089492,0.089743,0.089743,693597.0,-9.250589032368977,-0.0925058903236897
2020-01-03,0.089936,0.097439,0.087901,0.094682,0.094682,501933.0,5.27708592777086,0.0527708592777085
2020-01-04,0.094656,0.097351,0.094105,0.095139,0.095139,114812.0,0.5102687626774819,0.0051026876267748
2020-01-05,0.095092,0.09566,0.092315,0.092757,0.092757,175385.0,-2.4555167627139927,-0.0245551676271399
2020-01-06,0.092784,0.101771,0.092702,0.096528,0.096528,673900.0,4.035178479048109,0.040351784790481
2020-01-07,0.096528,0.102538,0.093737,0.096534,0.096534,956488.0,0.0062158130283359,6.215813028335947e-05
2020-01-08,0.096534,0.097002,0.09075,0.091708,0.091708,687570.0,-4.999274866886275,-0.0499927486688627
2020-01-09,0.091609,0.100927,0.090454,0.091711,0.091711,423482.0,0.1113427719983897,0.0011134277199838
2020-01-10,0.091705,0.09339,0.08939,0.091235,0.091235,205923.0,-0.5125129491303617,-0.0051251294913036
2020-01-11,0.091235,0.09334,0.089975,0.09039,0.09039,126195.0,-0.9261796459691988,-0.0092617964596919
2020-01-12,0.090287,0.099392,0.090196,0.098287,0.098287,314204.0,8.860633313766094,0.0886063331376609
2020-01-13,0.098297,0.100283,0.094361,0.094882,0.094882,378648.0,-3.4741650304688863,-0.0347416503046888
2020-01-14,0.094948,0.09845,0.091747,0.096265,0.096265,424645.0,1.3870750305430326,0.0138707503054303
2020-01-15,0.096128,0.101166,0.095283,0.096067,0.096067,406505.0,-0.0634570572569964,-0.0006345705725699
2020-01-16,0.096092,0.098836,0.094643,0.09859,0.09859,262239.0,2.599592057611456,0.0259959205761145
2020-01-17,0.098534,0.102959,0.096766,0.101904,0.101904,300168.0,3.420139241277121,0.0342013924127712
2020-01-18,0.102835,0.10598,0.09939,0.100328,0.100328,267913.0,-2.437885933777406,-0.024378859337774
2020-01-19,0.100263,0.110899,0.098167,0.106486,0.106486,1149956.0,6.206676440960266,0.0620667644096026
2020-01-20,0.106486,0.112251,0.102999,0.1084,0.1084,420728.0,1.7974193790733044,0.017974193790733
2020-01-21,0.10836,0.108768,0.10134,0.102993,0.102993,210615.0,-4.952934662236985,-0.0495293466223698
2020-01-22,0.102979,0.106825,0.101779,0.103873,0.103873,252314.0,0.8681381640917002,0.008681381640917
2020-01-23,0.103872,0.105456,0.098759,0.099548,0.099548,238974.0,-4.162815773259404,-0.041628157732594
2020-01-24,0.099548,0.099962,0.09322,0.097013,0.097013,361889.0,-2.546510226222521,-0.0254651022622252
2020-01-25,0.097048,0.097146,0.093616,0.093616,0.093616,144641.0,-3.5363943615530364,-0.0353639436155303
2020-01-26,0.093605,0.097689,0.093168,0.097572,0.097572,137025.0,4.238021473211914,0.0423802147321191
2020-01-27,0.097607,0.098695,0.095997,0.098116,0.098116,201524.0,0.5214789922853849,0.0052147899228538
2020-01-28,0.098102,0.09932,0.095113,0.096888,0.096888,123179.0,-1.2374875129966698,-0.0123748751299666
2020-01-29,0.096932,0.09734,0.092672,0.092903,0.092903,291984.0,-4.156522097965589,-0.0415652209796558
2020-01-30,0.09286,0.095012,0.091019,0.09178,0.09178,179940.0,-1.163041137195776,-0.0116304113719577
2020-01-31,0.091765,0.096673,0.091277,0.095649,0.095649,235028.0,4.232550536696996,0.0423255053669699
2020-02-01,0.09564,0.097429,0.093839,0.096092,0.096092,207496.0,0.4726056043496383,0.0047260560434963
2020-02-02,0.096084,0.098223,0.095853,0.096533,0.096533,174926.0,0.4672994463177959,0.0046729944631779
2020-02-03,0.096533,0.101875,0.096378,0.10163,0.10163,445700.0,5.280059668714331,0.0528005966871433
2020-02-04,0.101686,0.10999,0.101561,0.108657,0.108657,873986.0,6.855417658281381,0.0685541765828138
2020-02-05,0.108762,0.110426,0.103118,0.105295,0.105295,475805.0,-3.1876942314411267,-0.0318769423144112
2020-02-06,0.105295,0.177957,0.105094,0.148891,0.148891,9861156.0,,0.4140367538819506
2020-02-07,0.149499,0.193152,0.144003,0.148726,0.148726,10548456.0,-0.5170603147847116,-0.0051706031478471
2020-02-08,0.148746,0.16517,0.133608,0.14723,0.14723,2988683.0,-1.0191870705766808,-0.0101918707057668
2020-02-09,0.147221,0.191277,0.14395,0.169393,0.169393,4466475.0,,0.1506035144442708
2020-02-10,0.168723,0.173805,0.150424,0.157413,0.157413,1857520.0,-6.703294749382131,-0.0670329474938213
