Date,Open,High,Low,Close,Adj Close,Volume
2023-02-17,4.238890,4.348025,4.109158,4.316452,4.316452,728240
2023-02-18,4.316427,4.373314,4.238217,4.313484,4.313484,564370
2023-02-19,4.313479,4.472987,4.311115,4.464661,4.464661,652949
2023-02-20,4.464706,4.920331,4.417766,4.913121,4.913121,850162
2023-02-21,4.913091,5.220949,4.900412,5.193486,5.193486,1247170
2023-02-22,5.193559,5.874594,5.192423,5.874082,5.874082,1451544
2023-02-23,5.874063,5.924119,5.848256,5.907234,5.907234,1264489
2023-02-24,5.907191,6.509934,5.873343,6.466645,6.466645,2071367
2023-02-25,6.466664,6.471876,6.403067,6.405846,6.405846,1143999
2023-02-26,6.405847,6.438798,6.307308,6.330252,6.330252,1198360
2023-02-27,6.330205,6.419919,6.070301,6.099690,6.099690,1640411
2023-02-28,6.099480,6.202494,6.066594,6.146307,6.146307,1957792
2023-03-01,6.146399,6.264709,6.086783,6.233761,6.233761,1936294
2023-03-02,6.233699,6.267708,6.067346,6.073475,6.073475,1729074
2023-03-03,6.073436,6.310610,6.014345,6.249402,6.249402,1974023
2023-03-04,6.249387,6.461884,6.232521,6.450219,6.450219,1942166
2023-03-05,6.450249,6.468724,6.351821,6.441489,6.441489,2077765
2023-03-06,6.441430,6.804866,6.413238,6.782126,6.782126,1935941
2023-03-07,6.782169,6.984374,6.644843,6.839946,6.839946,2163243
2023-03-08,6.839960,7.099807,6.800601,6.908033,6.908033,1929877
2023-03-09,6.908028,7.324499,6.878920,7.062793,7.062793,2475850
2023-03-10,7.062742,7.817340,6.929935,7.640240,7.640240,2221455
2023-03-11,7.640069,7.953050,7.573360,7.725504,7.725504,2461991
2023-03-12,7.724265,7.752273,7.532817,7.657600,7.657600,1761497
2023-03-13,7.657873,7.952707,7.373142,7.797481,7.797481,2836013
2023-03-14,7.797288,8.281702,7.730199,8.126585,8.126585,2293876
2023-03-15,8.126256,8.228195,8.107891,8.164591,8.164591,2021048
2023-03-16,8.164930,8.219794,8.068041,8.129616,8.129616,2503628
2023-03-17,8.129349,8.811985,8.084477,8.723703,8.723703,2069804
2023-03-18,8.723281,8.723482,8.583585,8.630574,8.630574,2348943
2023-03-19,8.630488,8.777505,8.553892,8.697582,8.697582,2387046
2023-03-20,8.697528,8.984433,8.636298,8.945601,8.945601,2402436
2023-03-21,8.946069,9.000501,8.836818,8.841344,8.841344,2209258
2023-03-22,8.841461,9.142618,8.826967,9.036628,9.036628,1908848
2023-03-23,9.036095,9.055580,8.938980,8.973776,8.973776,2282250
2023-03-24,8.974128,9.331888,8.927600,9.298560,9.298560,2231952
2023-03-25,9.298647,9.319160,9.196638,9.249418,9.249418,2392203
2023-03-26,9.249476,9.347479,9.153881,9.302921,9.302921,2379487
