Date,Open,High,Low,Close,Adj Close,Volume,Daily Return %,Daily Return
2023-03-22,0.599198,0.667281,0.385887,0.445499,0.445499,449703869.0,,-0.2565078655135698
2023-03-23,0.443793,0.569662,0.417401,0.522059,0.522059,703406670.0,,0.176356995265811
2023-03-24,0.523033,0.590462,0.497352,0.527448,0.527448,535467902.0,0.8441149984800306,0.0084411499848003
2023-03-25,0.528874,0.530455,0.460356,0.476582,0.476582,217001488.0,-9.88742120051278,-0.0988742120051277
2023-03-26,0.476446,0.520589,0.439244,0.48809,0.48809,231030750.0,2.443928587919731,0.0244392858791973
2023-03-27,0.488067,0.51217,0.435329,0.452757,0.452757,177610416.0,-7.234662454130264,-0.0723466245413026
2023-03-28,0.452977,0.465528,0.43336,0.46476,0.46476,128879262.0,2.601235824335449,0.0260123582433544
2023-03-29,0.464531,0.48879,0.452958,0.467618,0.467618,155871623.0,0.6645412254510357,0.0066454122545103
2023-03-30,0.467514,0.503379,0.446043,0.480959,0.480959,252725163.0,2.875849707174553,0.0287584970717455
2023-03-31,0.481046,0.491257,0.461494,0.480151,0.480151,155421992.0,-0.1860528930705128,-0.0018605289307051
2023-04-01,0.479922,0.520681,0.474612,0.483276,0.483276,186487365.0,0.6988635653293593,0.0069886356532935
2023-04-02,0.486985,0.498197,0.45298,0.466169,0.466169,119826314.0,-4.274464305882112,-0.0427446430588211
2023-04-03,0.46533,0.473122,0.434644,0.443907,0.443907,101714953.0,-4.603829540326226,-0.0460382954032622
2023-04-04,0.443974,0.465639,0.439973,0.460333,0.460333,78821935.0,3.684675228729613,0.0368467522872961
2023-04-05,0.460384,0.483449,0.455826,0.461775,0.461775,90212741.0,0.3021390838951778,0.0030213908389517
2023-04-06,0.461813,0.461912,0.44563,0.450397,0.450397,72320792.0,-2.471996240902699,-0.0247199624090269
2023-04-07,0.450293,0.461875,0.446465,0.452786,0.452786,55427143.0,0.5536395191575314,0.0055363951915753
2023-04-08,0.452795,0.460009,0.435757,0.438021,0.438021,64984906.0,-3.262845216930401,-0.032628452169304
2023-04-09,0.438056,0.44839,0.432683,0.444376,0.444376,55374830.0,1.4427379147871489,0.0144273791478714
2023-04-10,0.444352,0.470649,0.444352,0.469796,0.469796,97404528.0,5.726091026933594,0.0572609102693359
2023-04-11,0.469917,0.480569,0.454735,0.456931,0.456931,79257803.0,-2.763466739871084,-0.0276346673987108
2023-04-12,0.456972,0.47364,0.440942,0.465406,0.465406,78137928.0,1.845627303204572,0.0184562730320457
2023-04-13,0.453002,0.577187,0.452921,0.573284,0.573284,346305653.0,,0.2655220065253575
2023-04-14,0.573179,0.833841,0.573179,0.79891,0.79891,1062892914.0,,0.3938228720870793
2023-04-15,0.799513,0.852205,0.765063,0.830202,0.830202,628183174.0,3.838461663537674,0.0383846166353767
2023-04-16,0.830064,0.96912,0.808357,0.930673,0.930673,700536645.0,,0.1212063166213689
2023-04-17,0.930513,1.032836,0.829475,0.934487,0.934487,742063985.0,0.4270762471883705,0.0042707624718837
2023-04-18,0.935516,0.999921,0.886624,0.903672,0.903672,668454896.0,-3.4038968868517463,-0.0340389688685174
2023-04-19,0.903672,0.930228,0.763598,0.781625,0.781625,496228882.0,,-0.1350567462530653
2023-04-20,0.781506,0.813173,0.729945,0.73715,0.73715,387545699.0,-5.675708183942294,-0.0567570818394229
2023-04-21,0.73694,0.795442,0.708709,0.741523,0.741523,374157273.0,0.6218959481097517,0.0062189594810975
2023-04-22,0.741743,0.755185,0.71186,0.754005,0.754005,213119259.0,1.6531332280857378,0.0165313322808573
2023-04-23,0.75365,0.75365,0.663931,0.676854,0.676854,203329035.0,-10.189875937106097,-0.1018987593710609
2023-04-24,0.67697,0.712288,0.656756,0.698506,0.698506,241502947.0,3.18123402809578,0.0318123402809578
2023-04-25,0.698156,0.701776,0.637403,0.685637,0.685637,242076966.0,-1.7931522467757846,-0.0179315224677578
