Date,Open,High,Low,Close,Adj Close,Volume,Daily Return %,Daily Return
2022-05-06,17.43469,18.256554,12.418073,13.090858,13.090858,688453257.0,,-0.2491487947305056
2022-05-07,13.0862,13.537457,10.277381,10.34527,10.34527,409478055.0,,-0.2094519417401538
2022-05-08,10.352494,11.050476,8.669306,9.869797,9.869797,457497997.0,-4.662615597748716,-0.0466261559774871
2022-05-09,9.857718,11.962663,7.107982,7.144553,7.144553,583805598.0,,-0.27523256396663
2022-05-10,7.083617,8.340993,5.379258,6.247136,6.247136,485544993.0,,-0.1180867062688454
2022-05-11,6.228923,6.498829,2.236647,3.633559,3.633559,474007240.0,,-0.4166633621895791
2022-05-12,3.637157,5.57999,2.480358,4.872667,4.872667,496570215.0,,0.3396911378859916
2022-05-13,4.869749,8.001684,4.662001,6.894285,6.894285,714815816.0,,0.4157372382026261
2022-05-14,6.910024,7.453767,5.100458,6.860507,6.860507,423738635.0,-0.7165966427902394,-0.0071659664279023
2022-05-15,6.86189,7.391686,6.182982,7.197707,7.197707,388674749.0,4.893943213895887,0.0489394321389588
2022-05-16,7.199747,7.278983,5.803393,5.893582,5.893582,277388564.0,,-0.1814181803888386
2022-05-17,5.894417,6.804134,5.838893,6.405323,6.405323,257461829.0,8.667625653224064,0.0866762565322406
2022-05-18,6.402682,6.702213,5.332041,5.336267,5.336267,273425326.0,,-0.1665575457284931
2022-05-19,5.33346,6.359798,5.025335,6.27652,6.27652,241069008.0,,0.1768195505356748
2022-05-20,6.268068,6.316828,5.391339,5.690499,5.690499,241948682.0,-9.214466084286263,-0.0921446608428626
2022-05-21,5.689696,6.295095,5.479397,5.97537,5.97537,217716055.0,5.0209009409290095,0.05020900940929
2022-05-22,5.97691,7.132928,5.841714,7.059337,7.059337,296477558.0,,0.1811014387032764
2022-05-23,7.057537,7.078637,5.74337,5.780043,5.780043,264413560.0,,-0.1810113074858835
2022-05-24,5.784299,6.0646,5.510054,5.942978,5.942978,143913607.0,2.7432710515137657,0.0274327105151376
2022-05-25,5.940452,6.008879,5.624179,5.674669,5.674669,141090377.0,-4.474120824475981,-0.0447412082447598
2022-05-26,5.676258,5.740979,4.414744,4.505658,4.505658,244948028.0,,-0.2062274124960492
2022-05-27,4.502162,4.974354,4.132971,4.467048,4.467048,199893274.0,-0.7799363950031138,-0.0077993639500311
2022-05-28,4.731982,4.814285,4.467122,4.649189,4.649189,126033682.0,-1.749647399335005,-0.01749647399335
2022-05-29,4.648024,4.853031,4.269801,4.691861,4.691861,130537878.0,0.943131963174026,0.0094313196317402
2022-05-30,4.692953,5.386279,4.557819,5.187622,5.187622,205890370.0,10.54067662727498,0.1054067662727498
2022-05-31,5.186656,5.599376,4.735697,4.896207,4.896207,199982928.0,-5.59992796900353,-0.0559992796900353
2022-06-01,4.897182,5.062125,4.34089,4.544603,4.544603,211525187.0,-7.199630318007368,-0.0719963031800736
2022-06-02,4.544295,4.648404,4.275689,4.604819,4.604819,131522476.0,1.3318677594654402,0.0133186775946544
2022-06-03,4.604244,4.636069,4.256265,4.360733,4.360733,105956568.0,-5.288837863501583,-0.0528883786350158
2022-06-04,4.36161,4.399498,4.176043,4.393981,4.393981,79668654.0,0.7421800665350724,0.0074218006653507
2022-06-05,4.394622,4.429849,4.251276,4.352273,4.352273,82180630.0,-0.9636551221015084,-0.009636551221015
2022-06-06,4.352548,4.690508,4.324189,4.488835,4.488835,130409516.0,3.1312003911272264,0.0313120039112722
2022-06-07,4.487829,4.487829,4.054633,4.173835,4.173835,146317434.0,-6.996567828230516,-0.0699656782823051
2022-06-08,4.173257,4.30552,4.035397,4.041056,4.041056,124457050.0,-3.1678135326916177,-0.0316781353269161
2022-06-09,4.04051,4.094374,3.841262,3.911801,3.911801,101017908.0,-3.185464211201065,-0.0318546421120106
2022-06-10,3.910653,3.977607,3.426011,3.441622,3.441622,121129439.0,,-0.1199367471366034
2022-06-11,3.441203,3.640063,3.019511,3.1322,3.1322,112512479.0,-8.979505132362133,-0.0897950513236213
2022-06-12,3.133747,3.351937,2.67464,2.957988,2.957988,183980273.0,-5.608589334110259,-0.0560858933411025
2022-06-13,2.955677,3.31532,2.611173,3.105934,3.105934,304192323.0,5.083674569311865,0.0508367456931186
2022-06-14,3.105078,3.192658,2.813476,2.988248,2.988248,150000028.0,-3.7625463836979214,-0.0376254638369792
2022-06-15,2.987854,3.1024,2.636382,3.069835,3.069835,134404881.0,2.7438087670950404,0.0274380876709504
2022-06-16,3.070476,3.150938,2.621313,2.666258,2.666258,86585866.0,,-0.1316466893081073
2022-06-17,2.667758,2.805603,2.645491,2.716974,2.716974,65017502.0,1.8448449971848992,0.0184484499718489
2022-06-18,2.716972,2.762128,2.24367,2.459773,2.459773,102754028.0,-9.466383900901445,-0.0946638390090144
2022-06-19,2.459649,2.877641,2.304606,2.78808,2.78808,109566497.0,,0.1335275886925328
2022-06-20,2.786318,2.940803,2.59685,2.724959,2.724959,109213169.0,-2.202153523036493,-0.0220215352303649
2022-06-21,2.724806,3.002874,2.653027,2.737954,2.737954,116002682.0,0.4825297654218377,0.0048252976542183
2022-06-22,2.741878,2.782272,2.56872,2.56872,2.56872,82309873.0,-6.315306516190726,-0.0631530651619072
2022-06-23,2.569951,2.869706,2.564508,2.815647,2.815647,72598644.0,9.560337920839723,0.0956033792083972
2022-06-24,2.81306,3.064424,2.772064,2.968941,2.968941,81354767.0,5.5413322147412405,0.0554133221474124
2022-06-25,2.965819,3.077723,2.79934,3.048212,3.048212,83138206.0,2.778085918257308,0.027780859182573
2022-06-26,3.048783,3.271747,2.824699,2.833366,2.833366,98042918.0,-7.065671777886455,-0.0706567177788645
2022-06-27,2.833251,2.987191,2.754108,2.882592,2.882592,68464334.0,1.741497664696832,0.0174149766469683
2022-06-28,2.881813,3.252134,2.789935,2.843261,2.843261,118259104.0,-1.3377689669662862,-0.0133776896696628
2022-06-29,2.843189,3.080549,2.761269,2.981195,2.981195,86517410.0,4.85391579666353,0.0485391579666353
2022-06-30,2.982654,3.095735,2.659025,2.783497,2.783497,84035796.0,-6.677174087239084,-0.0667717408723908
2022-07-01,2.785086,2.895898,2.677204,2.719857,2.719857,75368845.0,-2.3420820757420047,-0.02342082075742
2022-07-02,2.723737,2.777049,2.681815,2.721215,2.721215,50456661.0,-0.0925933744704394,-0.0009259337447043
2022-07-03,2.721186,2.771099,2.691757,2.74333,2.74333,52516474.0,0.8137628225339959,0.0081376282253399
2022-07-04,2.743542,2.941297,2.726865,2.925369,2.925369,63948928.0,6.62745458243394,0.0662745458243393
2022-07-05,2.925133,2.968664,2.722762,2.78943,2.78943,62400070.0,-4.639207858240988,-0.0463920785824098
2022-07-06,2.79117,2.887281,2.758108,2.869229,2.869229,58738012.0,2.796640835205296,0.0279664083520529
2022-07-07,2.869094,3.012261,2.833792,2.945052,2.945052,67712713.0,2.6474559564796403,0.0264745595647964
2022-07-08,2.944774,3.12429,2.857441,2.898064,2.898064,81842554.0,-1.586199823823478,-0.0158619982382347
2022-07-09,2.898404,2.959087,2.864795,2.907365,2.907365,61073003.0,0.309170150192995,0.0030917015019299
2022-07-10,2.907242,2.912122,2.717668,2.758713,2.758713,48064612.0,-5.108931420225764,-0.0510893142022576
2022-07-11,2.758919,2.758919,2.576246,2.612537,2.612537,42542837.0,-5.305773746891446,-0.0530577374689144
2022-07-12,2.612349,2.615324,2.474773,2.474773,2.474773,51737993.0,-5.266371376871932,-0.0526637137687193
2022-07-13,2.475654,2.589296,2.337728,2.589296,2.589296,54797014.0,4.590382985667627,0.0459038298566762
