Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return %,Daily Return
2020-12-02,1.296218991279602,1.392989993095398,1.239482045173645,1.3503719568252563,118288,0.0,0.0,4.177763627131828,0.0417776362713182
2020-12-03,1.35037100315094,2.055609941482544,1.3497999906539917,2.033273935317993,17926067,0.0,0.0,,0.5057150446607455
2020-12-04,2.0332720279693604,2.656235933303833,1.9528800249099727,2.182250022888184,26302563,0.0,0.0,7.3270075459410515,0.0732700754594105
2020-12-05,2.1822259426116943,2.599874973297119,2.0795819759368896,2.307714939117432,12532811,0.0,0.0,5.750504292674303,0.057505042926743
2020-12-06,2.307710886001587,2.324043035507202,1.8824779987335205,1.9936460256576536,11387389,0.0,0.0,-13.609367717985336,-0.1360936771798533
2020-12-07,1.9937310218811035,2.178776979446411,1.6873470544815063,1.959436058998108,9706564,0.0,0.0,-1.7201399038591474,-0.0172013990385914
2020-12-08,1.9594049453735352,2.0037291049957275,1.5978800058364868,1.723768949508667,9420031,0.0,0.0,-12.02589574050234,-0.1202589574050234
2020-12-09,1.7237850427627563,2.149785041809082,1.6088440418243408,1.9664160013198853,11057171,0.0,0.0,,0.1407547649724688
2020-12-10,1.9713269472122192,2.138605117797852,1.7620840072631836,1.8400779962539675,8920335,0.0,0.0,-6.657898688183579,-0.0665789868818357
2020-12-11,1.8410069942474363,1.9684460163116453,1.7389110326766968,1.848781943321228,10194742,0.0,0.0,0.4223204527786141,0.0042232045277861
2020-12-12,1.844254970550537,2.130423069000244,1.8246259689331048,2.0137619972229004,11902051,0.0,0.0,9.191084171065729,0.0919108417106572
2020-12-13,2.0096569061279297,2.2981789112091064,1.9750800132751465,2.214735984802246,6996672,0.0,0.0,10.204681109943728,0.1020468110994372
2020-12-14,2.215933084487915,2.2908871173858643,2.035598993301392,2.1159489154815674,6554203,0.0,0.0,-4.512057232515811,-0.0451205723251581
2020-12-15,2.1142311096191406,2.166930913925171,1.8952219486236568,1.945901036262512,4110194,0.0,0.0,-7.961763148350975,-0.0796176314835097
2020-12-16,1.9459350109100344,2.0557000637054443,1.855031967163086,2.0288760662078857,8984068,0.0,0.0,4.26227262641537,0.0426227262641537
2020-12-17,2.040103912353516,2.0894761085510254,1.819504976272583,1.892073035240173,7715784,0.0,0.0,-7.256045940452658,-0.0725604594045265
2020-12-18,1.8962490558624268,2.2535669803619385,1.82047700881958,2.195442914962769,4691549,0.0,0.0,,0.1577819422904165
2020-12-19,2.1954801082611084,3.0191919803619385,2.100704908370972,2.745439052581787,23698668,0.0,0.0,,0.2504959813807031
2020-12-20,2.745879888534546,3.2604360580444336,2.6616599559783936,2.7328240871429443,25800827,0.0,0.0,-0.4754687721817773,-0.0047546877218177
2020-12-21,2.7287230491638184,2.9082019329071045,2.253066062927246,2.5665080547332764,21762316,0.0,0.0,-5.944721817051044,-0.0594472181705104
2020-12-22,2.5617849826812744,2.963076114654541,2.47749400138855,2.577752113342285,27037309,0.0,0.0,0.623281452930482,0.0062328145293048
2020-12-23,2.5786778926849365,2.597923040390014,1.980481028556824,2.0189340114593506,15389477,0.0,0.0,,-0.2170662271598322
2020-12-24,2.020909070968628,2.4029929637908936,1.9508390426635744,2.377095937728882,10287999,0.0,0.0,,0.1762508130014639
2020-12-25,2.372541904449463,2.372541904449463,2.049804925918579,2.182239055633545,10918838,0.0,0.0,-8.02105321971444,-0.0802105321971444
2020-12-26,2.182245969772339,2.2471399307250977,2.072007894515991,2.144399881362915,4295266,0.0,0.0,-1.7342723475563155,-0.0173427234755631
2020-12-27,2.144665002822876,2.315813064575196,2.088747978210449,2.1470370292663574,8154942,0.0,0.0,0.1106012566232632,0.0011060125662326
