Date,Open,High,Low,Close,Adj Close,Volume
2019-01-31,0.000516,0.000536,0.000482,0.000484,0.000484,188349521
2019-02-01,0.000468,0.000509,0.000448,0.000466,0.000466,33085718
2019-02-02,0.000477,0.000481,0.000419,0.000436,0.000436,16789531
2019-02-03,0.000433,0.000601,0.000425,0.000596,0.000596,95093081
2019-02-04,0.000617,0.000952,0.000600,0.000858,0.000858,357458812
2019-02-05,0.000867,0.001250,0.000867,0.000997,0.000997,641168322
2019-02-06,0.000992,0.001038,0.000860,0.000954,0.000954,298503848
2019-02-07,0.000966,0.001003,0.000904,0.000924,0.000924,122617107
2019-02-08,0.000918,0.000918,0.000769,0.000873,0.000873,152959456
2019-02-09,0.000863,0.000920,0.000806,0.000829,0.000829,72490661
2019-02-10,0.000824,0.000903,0.000733,0.000877,0.000877,126736909
2019-02-11,0.000872,0.000910,0.000805,0.000863,0.000863,107774095
2019-02-12,0.000865,0.001133,0.000862,0.001027,0.001027,311749428
2019-02-13,0.001026,0.001071,0.000962,0.000999,0.000999,185736149
2019-02-14,0.001004,0.001018,0.000915,0.000915,0.000915,77051279
2019-02-15,0.000931,0.000994,0.000916,0.000932,0.000932,70301687
2019-02-16,0.000925,0.000930,0.000864,0.000884,0.000884,60123094
2019-02-17,0.000877,0.000917,0.000828,0.000893,0.000893,59433053
2019-02-18,0.000887,0.000951,0.000866,0.000930,0.000930,81084693
2019-02-19,0.000926,0.001059,0.000914,0.000935,0.000935,228010874
2019-02-20,0.000933,0.000955,0.000907,0.000940,0.000940,42268908
2019-02-21,0.000949,0.001022,0.000935,0.000994,0.000994,175084407
2019-02-22,0.000999,0.001046,0.000983,0.000992,0.000992,110806257
2019-02-23,0.000992,0.001005,0.000956,0.001004,0.001004,67131821
2019-02-24,0.001003,0.001016,0.000876,0.000883,0.000883,104384982
2019-02-25,0.000886,0.000903,0.000855,0.000883,0.000883,73446096
2019-02-26,0.000880,0.000883,0.000845,0.000874,0.000874,48518486
2019-02-27,0.000875,0.000910,0.000847,0.000860,0.000860,56276807
2019-02-28,0.000867,0.000869,0.000817,0.000830,0.000830,41133905
2019-03-01,0.000830,0.000838,0.000807,0.000812,0.000812,25219516
2019-03-02,0.000811,0.000816,0.000767,0.000782,0.000782,22183822
2019-03-03,0.000780,0.000830,0.000779,0.000811,0.000811,38122664
2019-03-04,0.000806,0.000818,0.000748,0.000759,0.000759,23678092
2019-03-05,0.000761,0.000790,0.000748,0.000768,0.000768,24916377
