Date,Open,High,Low,Close,Adj Close,Volume,Daily Return %,Daily Return
2022-09-28,0.851599,0.876608,0.665634,0.805242,0.805242,11074731.0,-5.443524475721552,-0.0544352447572155
2022-09-29,0.803885,0.903815,0.741237,0.764855,0.764855,11974755.0,-4.855172070631995,-0.0485517207063199
2022-09-30,0.764071,0.76586,0.639709,0.677644,0.677644,13745021.0,,-0.1131138336620548
2022-10-01,0.677728,0.679828,0.608996,0.634593,0.634593,18680499.0,-6.364647764294825,-0.0636464776429482
2022-10-02,0.63416,0.683491,0.624747,0.656165,0.656165,19244469.0,3.4699444935032258,0.0346994449350322
2022-10-03,0.653994,0.764849,0.637615,0.747468,0.747468,21179035.0,,0.1429279167698787
2022-10-04,0.748002,0.886323,0.74761,0.805925,0.805925,22712284.0,7.743695872470938,0.0774369587247093
2022-10-05,0.809836,0.932194,0.809825,0.906824,0.906824,11701049.0,,0.1197625198188274
2022-10-06,0.907141,0.93364,0.860094,0.899564,0.899564,21637782.0,-0.8352615525039597,-0.0083526155250395
2022-10-07,0.898043,0.976547,0.831108,0.961653,0.961653,20516214.0,7.083179758652975,0.0708317975865297
2022-10-08,0.961042,0.999767,0.925535,0.966985,0.966985,17061855.0,0.6183912877897149,0.0061839128778971
2022-10-09,0.966724,0.999249,0.911717,0.919745,0.919745,19059721.0,-4.859608326678555,-0.0485960832667855
2022-10-10,0.919197,0.975914,0.858116,0.940669,0.940669,18474510.0,2.3359519232547465,0.0233595192325474
2022-10-11,0.941761,0.981048,0.908056,0.976958,0.976958,19324479.0,3.737360115783095,0.0373736011578309
2022-10-12,0.978966,1.00403,0.941516,0.975973,0.975973,4762842.0,-0.3057307403934379,-0.0030573074039343
2022-10-13,0.976083,0.99265,0.869817,0.991413,0.991413,2230702.0,1.5705631590756066,0.015705631590756
2022-10-14,0.990616,1.005246,0.9043,0.91833,0.91833,1368580.0,-7.297075758921728,-0.0729707575892172
2022-10-15,0.918278,0.933129,0.889556,0.916138,0.916138,931134.0,-0.2330448949011117,-0.0023304489490111
2022-10-16,0.916219,0.954117,0.901719,0.944574,0.944574,738197.0,3.094784107293127,0.0309478410729312
2022-10-17,0.944505,0.946871,0.917564,0.924964,0.924964,768558.0,-2.068914404899924,-0.0206891440489992
2022-10-18,0.924898,0.932923,0.882682,0.918185,0.918185,869294.0,-0.7258097649686742,-0.0072580976496867
2022-10-19,0.91813,0.950827,0.894462,0.907126,0.907126,1063238.0,-1.1985230849661828,-0.0119852308496618
2022-10-20,0.906459,0.928257,0.884441,0.901765,0.901765,769973.0,-0.5178391962570812,-0.0051783919625708
2022-10-21,0.901958,0.913327,0.877504,0.877504,0.877504,1126660.0,-2.711212717221876,-0.0271121271722187
2022-10-22,0.877344,0.900111,0.854718,0.886147,0.886147,1125824.0,1.0033692599482078,0.010033692599482
2022-10-23,0.885898,0.902678,0.867398,0.900367,0.900367,454360.0,1.6332580048719,0.016332580048719
2022-10-24,0.9002,0.933706,0.883712,0.890326,0.890326,2704798.0,-1.0968673628082704,-0.0109686736280827
2022-10-25,0.890326,0.896782,0.815855,0.849825,0.849825,3827601.0,-4.549007891491421,-0.0454900789149142
2022-10-26,0.848913,0.913707,0.848386,0.891696,0.891696,2192391.0,5.039739054532092,0.0503973905453209
2022-10-27,0.891696,0.892223,0.822189,0.842793,0.842793,1427289.0,-5.484268181084139,-0.0548426818108413
2022-10-28,0.842793,0.898214,0.829032,0.861774,0.861774,1624290.0,2.252154443617831,0.0225215444361783
2022-10-29,0.861774,0.893179,0.83432,0.841196,0.841196,720059.0,-2.3878650318993127,-0.0238786503189931
2022-10-30,0.841197,0.860615,0.785061,0.792034,0.792034,704580.0,-5.844409811257049,-0.0584440981125704
2022-10-31,0.792034,0.831858,0.743839,0.76654,0.76654,735667.0,-3.2188012130792387,-0.0321880121307923
2022-11-01,0.76654,0.815088,0.720878,0.750557,0.750557,806390.0,-2.085083622511541,-0.0208508362251154
2022-11-02,0.750557,0.778356,0.702391,0.726321,0.726321,929142.0,-3.229068545093848,-0.0322906854509384
